Region,Year,PIN,Category
Northern America,2000,101,agriculture
Northern America,1999,99,agriculture
Northern America,1998,97,agriculture
Northern America,1997,97,agriculture
Northern America,1996,94,agriculture
Northern America,1995,88,agriculture
Northern America,1994,94,agriculture
Northern America,1993,83,agriculture
Northern America,1992,89,agriculture
Northern America,1991,83,agriculture
Northern America,1990,84,agriculture
Northern America,1989,80,agriculture
Northern America,1988,73,agriculture
Northern America,1987,79,agriculture
Northern America,1986,79,agriculture
Northern America,1985,82,agriculture
Northern America,1984,78,agriculture
Northern America,1983,69,agriculture
Northern America,1982,80,agriculture
Northern America,1981,80,agriculture
Northern America,1980,73,agriculture
Northern America,1979,76,agriculture
Northern America,1978,72,agriculture
Northern America,1977,72,agriculture
Northern America,1976,69,agriculture
Northern America,1975,67,agriculture
Northern America,1974,63,agriculture
Northern America,1973,64,agriculture
Northern America,1972,64,agriculture
Northern America,1971,64,agriculture
Northern America,1970,59,agriculture
Northern America,1969,60,agriculture
Northern America,1968,59,agriculture
Northern America,1967,58,agriculture
Northern America,1966,56,agriculture
Northern America,1965,56,agriculture
Northern America,1964,54,agriculture
Northern America,1963,54,agriculture
Northern America,1962,52,agriculture
Northern America,1961,50,agriculture
Northern Europe,2007,97,agriculture
Northern Europe,2006,97,agriculture
Northern Europe,2005,100,agriculture
Northern Europe,2004,100,agriculture
Northern Europe,2003,99,agriculture
Northern Europe,2002,99,agriculture
Northern Europe,2001,96,agriculture
Northern Europe,2000,101,agriculture
Northern Europe,1999,102,agriculture
Northern Europe,1998,102,agriculture
Northern Europe,1997,103,agriculture
Northern Europe,1996,102,agriculture
Northern Europe,1995,101,agriculture
Northern Europe,1994,100,agriculture
Northern Europe,1993,103,agriculture
Northern Europe,1992,103,agriculture
Northern Europe,1991,92,agriculture
Northern Europe,1990,94,agriculture
Northern Europe,1989,91,agriculture
Northern Europe,1988,89,agriculture
Northern Europe,1987,89,agriculture
Northern Europe,1986,92,agriculture
Northern Europe,1985,91,agriculture
Northern Europe,1984,95,agriculture
Northern Europe,1983,88,agriculture
Northern Europe,1982,89,agriculture
Northern Europe,1981,84,agriculture
Northern Europe,1980,86,agriculture
Northern Europe,1979,83,agriculture
Northern Europe,1978,82,agriculture
Northern Europe,1977,80,agriculture
Northern Europe,1976,75,agriculture
Northern Europe,1975,75,agriculture
Northern Europe,1974,78,agriculture
Northern Europe,1973,74,agriculture
Northern Europe,1972,73,agriculture
Northern Europe,1971,73,agriculture
Northern Europe,1970,72,agriculture
Northern Europe,1969,70,agriculture
Northern Europe,1968,71,agriculture
Northern Europe,1967,71,agriculture
Northern Europe,1966,68,agriculture
Northern Europe,1965,70,agriculture
Northern Europe,1964,69,agriculture
Northern Europe,1963,67,agriculture
Northern Europe,1962,67,agriculture
Northern Europe,1961,66,agriculture
Oceania,2007,89,agriculture
Oceania,2006,90,agriculture
Oceania,2005,103,agriculture
Oceania,2004,97,agriculture
Oceania,2003,100,agriculture
Oceania,2002,89,agriculture
Oceania,2001,103,agriculture
Oceania,2000,99,agriculture
Oceania,1999,97,agriculture
Oceania,1998,94,agriculture
Oceania,1997,90,agriculture
Oceania,1996,105,agriculture
Oceania,1995,97,agriculture
Oceania,1994,90,agriculture
Oceania,1993,93,agriculture
Oceania,1992,91,agriculture
Oceania,1991,86,agriculture
Oceania,1990,86,agriculture
Oceania,1989,84,agriculture
Oceania,1988,85,agriculture
Oceania,1987,81,agriculture
Oceania,1986,82,agriculture
Oceania,1985,82,agriculture
Oceania,1984,80,agriculture
Oceania,1983,81,agriculture
Oceania,1982,72,agriculture
Oceania,1981,76,agriculture
Oceania,1980,71,agriculture
Oceania,1979,76,agriculture
Oceania,1978,78,agriculture
Oceania,1977,71,agriculture
Oceania,1976,73,agriculture
Oceania,1975,69,agriculture
Oceania,1974,64,agriculture
Oceania,1973,68,agriculture
Oceania,1972,66,agriculture
Oceania,1971,65,agriculture
Oceania,1970,63,agriculture
Oceania,1969,62,agriculture
Oceania,1968,63,agriculture
Oceania,1967,56,agriculture
Oceania,1966,59,agriculture
Oceania,1965,55,agriculture
Oceania,1964,56,agriculture
Oceania,1963,53,agriculture
Oceania,1962,52,agriculture
Oceania,1961,47,agriculture
Polynesia,2007,105,agriculture
Polynesia,2006,105,agriculture
Polynesia,2005,105,agriculture
Polynesia,2004,102,agriculture
Polynesia,2003,103,agriculture
Polynesia,2002,103,agriculture
Polynesia,2001,101,agriculture
Polynesia,2000,101,agriculture
Polynesia,1999,97,agriculture
Polynesia,1998,97,agriculture
Polynesia,1997,100,agriculture
Polynesia,1996,98,agriculture
Polynesia,1995,95,agriculture
Polynesia,1994,93,agriculture
Polynesia,1993,99,agriculture
Polynesia,1992,87,agriculture
Polynesia,1991,94,agriculture
Polynesia,1990,101,agriculture
Polynesia,1989,105,agriculture
Polynesia,1988,106,agriculture
Polynesia,1987,111,agriculture
Polynesia,1986,117,agriculture
Polynesia,1985,115,agriculture
Polynesia,1984,107,agriculture
Polynesia,1983,110,agriculture
Polynesia,1982,123,agriculture
Polynesia,1981,122,agriculture
Polynesia,1980,127,agriculture
Polynesia,1979,118,agriculture
Polynesia,1978,110,agriculture
Polynesia,1977,119,agriculture
Polynesia,1976,122,agriculture
Polynesia,1975,125,agriculture
Polynesia,1974,116,agriculture
Polynesia,1973,112,agriculture
Polynesia,1972,117,agriculture
Polynesia,1971,119,agriculture
Polynesia,1970,113,agriculture
Polynesia,1969,122,agriculture
Polynesia,1968,111,agriculture
Polynesia,1967,109,agriculture
Polynesia,1966,113,agriculture
Polynesia,1965,111,agriculture
Polynesia,1964,118,agriculture
Polynesia,1963,117,agriculture
Polynesia,1962,113,agriculture
Polynesia,1961,110,agriculture
Small Island Developing States,2007,103,agriculture
Small Island Developing States,2006,102,agriculture
Small Island Developing States,2005,103,agriculture
Small Island Developing States,2004,109,agriculture
Small Island Developing States,2003,106,agriculture
Small Island Developing States,2002,104,agriculture
Small Island Developing States,2001,102,agriculture
Small Island Developing States,2000,101,agriculture
Small Island Developing States,1999,95,agriculture
Small Island Developing States,1998,92,agriculture
Small Island Developing States,1997,93,agriculture
Small Island Developing States,1996,94,agriculture
Small Island Developing States,1995,88,agriculture
Small Island Developing States,1994,89,agriculture
Small Island Developing States,1993,89,agriculture
Small Island Developing States,1992,96,agriculture
Small Island Developing States,1991,99,agriculture
Small Island Developing States,1990,102,agriculture
Small Island Developing States,1989,103,agriculture
Small Island Developing States,1988,101,agriculture
Small Island Developing States,1987,100,agriculture
Small Island Developing States,1986,99,agriculture
Small Island Developing States,1985,98,agriculture
Small Island Developing States,1984,100,agriculture
Small Island Developing States,1983,96,agriculture
Small Island Developing States,1982,96,agriculture
Small Island Developing States,1981,94,agriculture
Small Island Developing States,1980,91,agriculture
Small Island Developing States,1979,94,agriculture
Small Island Developing States,1978,92,agriculture
Small Island Developing States,1977,87,agriculture
Small Island Developing States,1976,85,agriculture
Small Island Developing States,1975,80,agriculture
Small Island Developing States,1974,81,agriculture
Small Island Developing States,1973,79,agriculture
Small Island Developing States,1972,77,agriculture
Small Island Developing States,1971,78,agriculture
Small Island Developing States,1970,83,agriculture
Small Island Developing States,1969,73,agriculture
Small Island Developing States,1968,71,agriculture
Small Island Developing States,1967,72,agriculture
Small Island Developing States,1966,67,agriculture
Small Island Developing States,1965,69,agriculture
Small Island Developing States,1964,66,agriculture
Small Island Developing States,1963,63,agriculture
Small Island Developing States,1962,63,agriculture
Small Island Developing States,1961,67,agriculture
South America,2007,127,agriculture
South America,2006,121,agriculture
South America,2005,123,agriculture
South America,2004,118,agriculture
South America,2003,113,agriculture
South America,2002,107,agriculture
South America,2001,103,agriculture
South America,2000,99,agriculture
South America,1999,97,agriculture
South America,1998,91,agriculture
South America,1997,89,agriculture
South America,1996,86,agriculture
South America,1995,86,agriculture
South America,1994,81,agriculture
South America,1993,77,agriculture
South America,1992,76,agriculture
South America,1991,73,agriculture
South America,1990,70,agriculture
South America,1989,70,agriculture
South America,1988,69,agriculture
South America,1987,66,agriculture
South America,1986,63,agriculture
South America,1985,64,agriculture
South America,1984,60,agriculture
South America,1983,58,agriculture
South America,1982,58,agriculture
South America,1981,58,agriculture
South America,1980,55,agriculture
South America,1979,53,agriculture
South America,1978,51,agriculture
South America,1977,50,agriculture
South America,1976,49,agriculture
South America,1975,46,agriculture
South America,1974,45,agriculture
South America,1973,42,agriculture
South America,1972,41,agriculture
South America,1971,41,agriculture
South America,1970,40,agriculture
South America,1969,40,agriculture
South America,1968,38,agriculture
South America,1967,38,agriculture
South America,1966,36,agriculture
South America,1965,35,agriculture
South America,1964,34,agriculture
South America,1963,33,agriculture
South America,1962,32,agriculture
South America,1961,31,agriculture
South-Eastern Asia,2007,133,agriculture
South-Eastern Asia,2006,128,agriculture
South-Eastern Asia,2005,122,agriculture
South-Eastern Asia,2004,119,agriculture
South-Eastern Asia,2003,114,agriculture
South-Eastern Asia,2002,108,agriculture
South-Eastern Asia,2001,103,agriculture
South-Eastern Asia,2000,100,agriculture
South-Eastern Asia,1999,95,agriculture
South-Eastern Asia,1998,90,agriculture
South-Eastern Asia,1997,91,agriculture
South-Eastern Asia,1996,90,agriculture
South-Eastern Asia,1995,88,agriculture
South-Eastern Asia,1994,83,agriculture
South-Eastern Asia,1993,81,agriculture
South-Eastern Asia,1992,79,agriculture
South-Eastern Asia,1991,74,agriculture
South-Eastern Asia,1990,72,agriculture
South-Eastern Asia,1989,71,agriculture
South-Eastern Asia,1988,68,agriculture
South-Eastern Asia,1987,64,agriculture
South-Eastern Asia,1986,64,agriculture
South-Eastern Asia,1985,62,agriculture
South-Eastern Asia,1984,60,agriculture
South-Eastern Asia,1983,57,agriculture
South-Eastern Asia,1982,56,agriculture
South-Eastern Asia,1981,54,agriculture
South-Eastern Asia,1980,52,agriculture
South-Eastern Asia,1979,48,agriculture
South-Eastern Asia,1978,47,agriculture
South-Eastern Asia,1977,44,agriculture
South-Eastern Asia,1976,43,agriculture
South-Eastern Asia,1975,41,agriculture
South-Eastern Asia,1974,40,agriculture
South-Eastern Asia,1973,39,agriculture
South-Eastern Asia,1972,36,agriculture
South-Eastern Asia,1971,36,agriculture
South-Eastern Asia,1970,36,agriculture
South-Eastern Asia,1969,34,agriculture
South-Eastern Asia,1968,33,agriculture
South-Eastern Asia,1967,30,agriculture
South-Eastern Asia,1966,31,agriculture
South-Eastern Asia,1965,30,agriculture
South-Eastern Asia,1964,30,agriculture
South-Eastern Asia,1963,29,agriculture
South-Eastern Asia,1962,28,agriculture
South-Eastern Asia,1961,26,agriculture
Southern Africa,2007,107,agriculture
Southern Africa,2006,107,agriculture
Southern Africa,2005,111,agriculture
Southern Africa,2004,105,agriculture
Southern Africa,2003,103,agriculture
Southern Africa,2002,104,agriculture
Southern Africa,2001,99,agriculture
Southern Africa,2000,104,agriculture
Southern Africa,1999,96,agriculture
Southern Africa,1998,91,agriculture
Southern Africa,1997,95,agriculture
Southern Africa,1996,95,agriculture
Southern Africa,1995,82,agriculture
Southern Africa,1994,94,agriculture
Southern Africa,1993,89,agriculture
Southern Africa,1992,79,agriculture
Southern Africa,1991,91,agriculture
Southern Africa,1990,90,agriculture
Southern Africa,1989,91,agriculture
Southern Africa,1988,87,agriculture
Southern Africa,1987,85,agriculture
Southern Africa,1986,81,agriculture
Southern Africa,1985,82,agriculture
Southern Africa,1984,77,agriculture
Southern Africa,1983,72,agriculture
Southern Africa,1982,81,agriculture
Southern Africa,1981,89,agriculture
Southern Africa,1980,82,agriculture
Southern Africa,1979,78,agriculture
Southern Africa,1978,79,agriculture
Southern Africa,1977,75,agriculture
Southern Africa,1976,71,agriculture
Southern Africa,1975,72,agriculture
Southern Africa,1974,75,agriculture
Southern Africa,1973,63,agriculture
Southern Africa,1972,72,agriculture
Southern Africa,1971,68,agriculture
Southern Africa,1970,61,agriculture
Southern Africa,1969,62,agriculture
Southern Africa,1968,59,agriculture
Southern Africa,1967,65,agriculture
Southern Africa,1966,55,agriculture
Southern Africa,1965,53,agriculture
Southern Africa,1964,51,agriculture
Southern Africa,1963,53,agriculture
Southern Africa,1962,50,agriculture
Southern Africa,1961,49,agriculture
Southern Asia,2007,121,agriculture
Southern Asia,2006,115,agriculture
Southern Asia,2005,111,agriculture
Southern Asia,2004,105,agriculture
Southern Asia,2003,105,agriculture
Southern Asia,2002,97,agriculture
Southern Asia,2001,101,agriculture
Southern Asia,2000,99,agriculture
Southern Asia,1999,99,agriculture
Southern Asia,1998,94,agriculture
Southern Asia,1997,92,agriculture
Southern Asia,1996,90,agriculture
Southern Asia,1995,87,agriculture
Southern Asia,1994,84,agriculture
Southern Asia,1993,81,agriculture
Southern Asia,1992,79,agriculture
Southern Asia,1991,76,agriculture
Southern Asia,1990,74,agriculture
Southern Asia,1989,73,agriculture
