Region,Year,PIN
Mexico,2004,113
Mexico,2003,108
Mexico,2002,105
Mexico,2001,103
Mexico,2000,100
Mexico,1999,95
Mexico,1998,89
Mexico,1997,84
Mexico,1996,80
Mexico,1995,87
Mexico,1994,81
Mexico,1993,79
Mexico,1992,74
Mexico,1991,72
Mexico,1990,68
Mexico,1989,62
Mexico,1988,67
Mexico,1987,69
Mexico,1986,70
Mexico,1985,64
Mexico,1984,62
Mexico,1983,65
Mexico,1982,61
Mexico,1981,59
Mexico,1980,56
Mexico,1979,53
Mexico,1978,53
Mexico,1977,51
Mexico,1976,47
Mexico,1975,43
Mexico,1974,39
Mexico,1973,38
Mexico,1972,37
Mexico,1971,33
Mexico,1970,33
Mexico,1969,32
Mexico,1968,31
Mexico,1967,30
Mexico,1966,29
Mexico,1965,26
Mexico,1964,25
Mexico,1963,25
Mexico,1962,25
Mexico,1961,23
"Micronesia, Federated States of",2007,102
"Micronesia, Federated States of",2006,99
"Micronesia, Federated States of",2005,100
"Micronesia, Federated States of",2004,100
"Micronesia, Federated States of",2003,100
"Micronesia, Federated States of",2002,100
"Micronesia, Federated States of",2001,100
"Micronesia, Federated States of",2000,100
"Micronesia, Federated States of",1999,100
"Micronesia, Federated States of",1998,100
"Micronesia, Federated States of",1997,100
"Micronesia, Federated States of",1996,100
"Micronesia, Federated States of",1995,100
"Micronesia, Federated States of",1994,0
"Micronesia, Federated States of",1993,0
"Micronesia, Federated States of",1992,0
"Micronesia, Federated States of",1991,0
Moldova,2007,110
Moldova,2006,109
Moldova,2005,107
Moldova,2004,102
Moldova,2003,100
Moldova,2002,100
Moldova,2001,95
Moldova,2000,98
Moldova,1999,105
Moldova,1998,108
Moldova,1997,122
Moldova,1996,131
Moldova,1995,146
Moldova,1994,161
Moldova,1993,179
Moldova,1992,214
Mongolia,2007,75
Mongolia,2006,75
Mongolia,2005,72
Mongolia,2004,75
Mongolia,2003,63
Mongolia,2002,76
Mongolia,2001,81
Mongolia,2000,107
Mongolia,1999,110
Mongolia,1998,99
Mongolia,1997,89
Mongolia,1996,94
Mongolia,1995,83
Mongolia,1994,77
Mongolia,1993,80
Mongolia,1992,90
Mongolia,1991,101
Mongolia,1990,93
Mongolia,1989,92
Mongolia,1988,88
Mongolia,1987,92
Mongolia,1986,93
Mongolia,1985,86
Mongolia,1984,89
Mongolia,1983,88
Mongolia,1982,89
Mongolia,1981,88
Mongolia,1980,87
Mongolia,1979,91
Mongolia,1978,91
Mongolia,1977,81
Mongolia,1976,87
Mongolia,1975,91
Mongolia,1974,84
Mongolia,1973,76
Mongolia,1972,79
Mongolia,1971,72
Mongolia,1970,74
Mongolia,1969,73
Mongolia,1968,72
Mongolia,1967,77
Mongolia,1966,75
Mongolia,1965,70
Mongolia,1964,64
Mongolia,1963,63
Mongolia,1962,70
Mongolia,1961,77
Montserrat,2007,100
Montserrat,2006,99
Montserrat,2005,99
Montserrat,2004,99
Montserrat,2003,100
Montserrat,2002,100
Montserrat,2001,99
Montserrat,2000,100
Montserrat,1999,100
Montserrat,1998,98
Montserrat,1997,98
Montserrat,1996,98
Montserrat,1995,98
Montserrat,1994,98
Montserrat,1993,96
Montserrat,1992,94
Montserrat,1991,92
Montserrat,1990,89
Montserrat,1989,88
Montserrat,1988,86
Montserrat,1987,84
Montserrat,1986,82
Montserrat,1985,81
Montserrat,1984,79
Montserrat,1983,78
Montserrat,1982,80
Montserrat,1981,73
Montserrat,1980,67
Montserrat,1979,63
Montserrat,1978,60
Montserrat,1977,59
Montserrat,1976,59
Montserrat,1975,58
Montserrat,1974,56
Montserrat,1973,51
Montserrat,1972,51
Montserrat,1971,51
Montserrat,1970,48
Montserrat,1969,46
Montserrat,1968,51
Montserrat,1967,47
Montserrat,1966,44
Montserrat,1965,42
Montserrat,1964,40
Montserrat,1963,39
Montserrat,1962,39
Montserrat,1961,36
Morocco,2007,110
Morocco,2006,107
Morocco,2005,111
Morocco,2004,104
Morocco,2003,104
Morocco,2002,103
Morocco,2001,100
Morocco,2000,99
Morocco,1999,99
Morocco,1998,88
Morocco,1997,94
Morocco,1996,80
Morocco,1995,81
Morocco,1994,78
Morocco,1993,80
Morocco,1992,83
Morocco,1991,81
Morocco,1990,80
Morocco,1989,80
Morocco,1988,71
Morocco,1987,65
Morocco,1986,55
Morocco,1985,49
Morocco,1984,49
Morocco,1983,50
Morocco,1982,53
Morocco,1981,52
Morocco,1980,46
Morocco,1979,45
Morocco,1978,41
Morocco,1977,39
Morocco,1976,35
Morocco,1975,36
Morocco,1974,38
Morocco,1973,40
Morocco,1972,39
Morocco,1971,36
Morocco,1970,36
Morocco,1969,36
Morocco,1968,35
Morocco,1967,33
Morocco,1966,32
Morocco,1965,30
Morocco,1964,28
Morocco,1963,28
Morocco,1962,28
Morocco,1961,30
Mozambique,2007,133
Mozambique,2006,113
Mozambique,2005,115
Mozambique,2004,108
Mozambique,2003,104
Mozambique,2002,100
Mozambique,2001,99
Mozambique,2000,100
Mozambique,1999,100
Mozambique,1998,100
Mozambique,1997,98
Mozambique,1996,96
Mozambique,1995,91
Mozambique,1994,89
Mozambique,1993,89
Mozambique,1992,87
Mozambique,1991,86
Mozambique,1990,84
Mozambique,1989,99
Mozambique,1988,99
Mozambique,1987,96
Mozambique,1986,98
Mozambique,1985,103
Mozambique,1984,100
Mozambique,1983,98
Mozambique,1982,98
Mozambique,1981,99
Mozambique,1980,96
Mozambique,1979,93
Mozambique,1978,90
Mozambique,1977,88
Mozambique,1976,82
Mozambique,1975,95
Mozambique,1974,94
Mozambique,1973,93
Mozambique,1972,89
Mozambique,1971,87
Mozambique,1970,84
Mozambique,1969,80
Mozambique,1968,78
Mozambique,1967,74
Mozambique,1966,69
Mozambique,1965,69
Mozambique,1964,64
Mozambique,1963,62
Mozambique,1962,60
Mozambique,1961,58
Myanmar,2007,204
Myanmar,2006,178
Myanmar,2005,188
Myanmar,2004,161
Myanmar,2003,139
Myanmar,2002,122
Myanmar,2001,109
Myanmar,2000,100
Myanmar,1999,89
Myanmar,1998,82
Myanmar,1997,78
Myanmar,1996,76
Myanmar,1995,71
Myanmar,1994,67
Myanmar,1993,62
Myanmar,1992,60
Myanmar,1991,58
Myanmar,1990,57
Myanmar,1989,59
Myanmar,1988,74
Myanmar,1987,71
Myanmar,1986,69
Myanmar,1985,69
Myanmar,1984,66
Myanmar,1983,61
Myanmar,1982,57
Myanmar,1981,54
Myanmar,1980,49
Myanmar,1979,47
Myanmar,1978,44
Myanmar,1977,42
Myanmar,1976,41
Myanmar,1975,40
Myanmar,1974,38
Myanmar,1973,39
Myanmar,1972,35
Myanmar,1971,35
Myanmar,1970,35
Myanmar,1969,33
Myanmar,1968,32
Myanmar,1967,31
Myanmar,1966,29
Myanmar,1965,27
Myanmar,1964,26
Myanmar,1963,24
Myanmar,1962,22
Myanmar,1961,22
Namibia,2007,93
Namibia,2006,92
Namibia,2005,97
Namibia,2004,93
Namibia,2003,100
Namibia,2002,98
Namibia,2001,103
Namibia,2000,95
Namibia,1999,101
Namibia,1998,110
Namibia,1997,66
Namibia,1996,128
Namibia,1995,118
Namibia,1994,123
Namibia,1993,117
Namibia,1992,117
Namibia,1991,111
Namibia,1990,104
Namibia,1989,111
Namibia,1988,102
Namibia,1987,103
Namibia,1986,94
Namibia,1985,90
Namibia,1984,82
Namibia,1983,79
Namibia,1982,96
Namibia,1981,128
Namibia,1980,125
Namibia,1979,117
Namibia,1978,113
Namibia,1977,102
Namibia,1976,109
Namibia,1975,97
Namibia,1974,153
Namibia,1973,149
Namibia,1972,144
Namibia,1971,129
Namibia,1970,118
Namibia,1969,108
Namibia,1968,111
Namibia,1967,105
Namibia,1966,89
Namibia,1965,95
Namibia,1964,98
Namibia,1963,98
Namibia,1962,77
Namibia,1961,91
Nauru,2007,103
Nauru,2006,100
Nauru,2005,100
Nauru,2004,100
Nauru,2003,100
Nauru,2002,100
Nauru,2001,100
Nauru,2000,100
Nauru,1999,100
Nauru,1998,100
Nauru,1997,100
Nauru,1996,100
Nauru,1995,100
Nauru,1994,100
Nauru,1993,100
Nauru,1992,96
Nauru,1991,93
Nauru,1990,89
Nauru,1989,86
Nauru,1988,86
Nauru,1987,82
Nauru,1986,75
Nauru,1985,70
Nauru,1984,67
Nauru,1983,74
Nauru,1982,70
Nauru,1981,63
Nauru,1980,56
Nauru,1979,53
Nauru,1978,52
Nauru,1977,49
Nauru,1976,49
Nauru,1975,57
Nauru,1974,52
Nauru,1973,49
Nauru,1972,47
Nauru,1971,44
Nauru,1970,43
Nauru,1969,42
Nauru,1968,41
Nauru,1967,39
Nauru,1966,34
Nauru,1965,33
Nauru,1964,32
Nauru,1963,31
Nauru,1962,31
Nauru,1961,30
Nepal,2007,119
Nepal,2006,115
Nepal,2005,113
Nepal,2004,109
Nepal,2003,107
Nepal,2002,104
Nepal,2001,102
Nepal,2000,99
Nepal,1999,98
Nepal,1998,95
Nepal,1997,93
Nepal,1996,88
Nepal,1995,87
Nepal,1994,85
Nepal,1993,81
Nepal,1992,80
Nepal,1991,80
Nepal,1990,79
Nepal,1989,75
Nepal,1988,74
Nepal,1987,71
Nepal,1986,70
Nepal,1985,68
Nepal,1984,68
Nepal,1983,69
Nepal,1982,66
Nepal,1981,62
Nepal,1980,59
Nepal,1979,57
Nepal,1978,56
Nepal,1977,55
Nepal,1976,54
Nepal,1975,53
Nepal,1974,50
Nepal,1973,49
Nepal,1972,47
Nepal,1971,46
Nepal,1970,44
Nepal,1969,43
Nepal,1968,42
Nepal,1967,41
Nepal,1966,40
Nepal,1965,39
Nepal,1964,39
Nepal,1963,38
Nepal,1962,37
Nepal,1961,37
Netherlands,2007,92
Netherlands,2006,91
Netherlands,2005,92
Netherlands,2004,92
Netherlands,2003,89
Netherlands,2002,94
Netherlands,2001,96
Netherlands,2000,100
Netherlands,1999,102
Netherlands,1998,101
Netherlands,1997,95
Netherlands,1996,104
Netherlands,1995,103
Netherlands,1994,103
Netherlands,1993,104
Netherlands,1992,108
Netherlands,1991,103
Netherlands,1990,101
Netherlands,1989,97
Netherlands,1988,101
Netherlands,1987,101
Netherlands,1986,104
Netherlands,1985,101
Netherlands,1984,101
Netherlands,1983,99
Netherlands,1982,96
Netherlands,1981,93
Netherlands,1980,90
Netherlands,1979,86
Netherlands,1978,82
Netherlands,1977,77
Netherlands,1976,76
Netherlands,1975,74
Netherlands,1974,72
Netherlands,1973,66
Netherlands,1972,63
Netherlands,1971,63
Netherlands,1970,60
Netherlands,1969,55
Netherlands,1968,54
Netherlands,1967,51
Netherlands,1966,48
Netherlands,1965,47
Netherlands,1964,45
Netherlands,1963,47
Netherlands,1962,47
Netherlands,1961,44
Netherlands Antilles,2007,108
Netherlands Antilles,2006,104
Netherlands Antilles,2005,103
Netherlands Antilles,2004,103
Netherlands Antilles,2003,102
Netherlands Antilles,2002,103
Netherlands Antilles,2001,101
Netherlands Antilles,2000,100
Netherlands Antilles,1999,98
Netherlands Antilles,1998,104
Netherlands Antilles,1997,102
Netherlands Antilles,1996,105
Netherlands Antilles,1995,129
Netherlands Antilles,1994,118
Netherlands Antilles,1993,116
Netherlands Antilles,1992,99
Netherlands Antilles,1991,94
Netherlands Antilles,1990,88
Netherlands Antilles,1989,89
Netherlands Antilles,1988,88
Netherlands Antilles,1987,90
Netherlands Antilles,1986,112
Netherlands Antilles,1985,112
Netherlands Antilles,1984,156
Netherlands Antilles,1983,151
Netherlands Antilles,1982,147
Netherlands Antilles,1981,151
Netherlands Antilles,1980,157
Netherlands Antilles,1979,151
Netherlands Antilles,1978,145
Netherlands Antilles,1977,143
Netherlands Antilles,1976,127
Netherlands Antilles,1975,132
Netherlands Antilles,1974,158
Netherlands Antilles,1973,144
Netherlands Antilles,1972,129
Netherlands Antilles,1971,118
Netherlands Antilles,1970,119
Netherlands Antilles,1969,118
Netherlands Antilles,1968,134
Netherlands Antilles,1967,108
Netherlands Antilles,1966,111
Netherlands Antilles,1965,113
Netherlands Antilles,1964,120
Netherlands Antilles,1963,114
Netherlands Antilles,1962,114
Netherlands Antilles,1961,106
New Caledonia,2007,89
New Caledonia,2006,87
New Caledonia,2005,94
New Caledonia,2004,102
New Caledonia,2003,97
New Caledonia,2002,96
New Caledonia,2001,95
New Caledonia,2000,99
New Caledonia,1999,104
New Caledonia,1998,101
New Caledonia,1997,100
New Caledonia,1996,101
New Caledonia,1995,91
New Caledonia,1994,96
New Caledonia,1993,90
New Caledonia,1992,85
New Caledonia,1991,79
New Caledonia,1990,74
New Caledonia,1989,64
New Caledonia,1988,68
New Caledonia,1987,67
New Caledonia,1986,76
New Caledonia,1985,78
New Caledonia,1984,67
New Caledonia,1983,63
New Caledonia,1982,63
New Caledonia,1981,61
New Caledonia,1980,62
New Caledonia,1979,62
New Caledonia,1978,60
New Caledonia,1977,60
New Caledonia,1976,51
New Caledonia,1975,60
New Caledonia,1974,53
New Caledonia,1973,68
New Caledonia,1972,73
New Caledonia,1971,72
New Caledonia,1970,68
New Caledonia,1969,67
New Caledonia,1968,69
New Caledonia,1967,67
New Caledonia,1966,64
New Caledonia,1965,67
New Caledonia,1964,66
New Caledonia,1963,68
New Caledonia,1962,67
New Caledonia,1961,64
New Zealand,2007,120
New Zealand,2006,118
New Zealand,2005,114
New Zealand,2004,117
New Zealand,2003,113
New Zealand,2002,107
New Zealand,2001,105
New Zealand,2000,100
New Zealand,1999,93
New Zealand,1998,99
New Zealand,1997,98
New Zealand,1996,92
New Zealand,1995,90
New Zealand,1994,89
New Zealand,1993,85
New Zealand,1992,83
New Zealand,1991,82
New Zealand,1990,77
New Zealand,1989,82
New Zealand,1988,85
New Zealand,1987,82
New Zealand,1986,83
New Zealand,1985,86
New Zealand,1984,81
New Zealand,1983,81
New Zealand,1982,79
New Zealand,1981,78
New Zealand,1980,75
New Zealand,1979,72
New Zealand,1978,72
New Zealand,1977,73
New Zealand,1976,76
New Zealand,1975,69
New Zealand,1974,64
New Zealand,1973,69
New Zealand,1972,70
New Zealand,1971,68
New Zealand,1970,67
New Zealand,1969,69
New Zealand,1968,66
New Zealand,1967,63
New Zealand,1966,61
New Zealand,1965,59
New Zealand,1964,58
New Zealand,1963,57
New Zealand,1962,56
New Zealand,1961,54
Nicaragua,2007,139
Nicaragua,2006,136
Nicaragua,2005,132
Nicaragua,2004,126
Nicaragua,2003,115
Nicaragua,2002,110
Nicaragua,2001,108
Nicaragua,2000,104
Nicaragua,1999,87
Nicaragua,1998,67
Nicaragua,1997,67
Nicaragua,1996,64
Nicaragua,1995,63
Nicaragua,1994,66
Nicaragua,1993,68
Nicaragua,1992,58
Nicaragua,1991,53
Nicaragua,1990,58
Nicaragua,1989,55
Nicaragua,1988,47
Nicaragua,1987,48
Nicaragua,1986,52
Nicaragua,1985,56
Nicaragua,1984,58
Nicaragua,1983,56
Nicaragua,1982,57
Nicaragua,1981,50
Nicaragua,1980,68
Nicaragua,1979,122
Nicaragua,1978,106
Nicaragua,1977,102
Nicaragua,1976,96
Nicaragua,1975,87
Nicaragua,1974,72
Nicaragua,1973,78
Nicaragua,1972,80
Nicaragua,1971,75
Nicaragua,1970,75
Nicaragua,1969,68
Nicaragua,1968,60
Nicaragua,1967,54
Nicaragua,1966,51
Nicaragua,1965,48
Nicaragua,1964,46
Nicaragua,1963,45
Nicaragua,1962,41
Nicaragua,1961,39
Niger,2007,137
Niger,2006,130
Niger,2005,125
Niger,2004,118
Niger,2003,112
Niger,2002,109
Niger,2001,108
Niger,2000,99
Niger,1999,92
Niger,1998,88
Niger,1997,84
Niger,1996,83
Niger,1995,67
Niger,1994,67
Niger,1993,66
Niger,1992,62
Niger,1991,59
Niger,1990,56
Niger,1989,56
Niger,1988,53
Niger,1987,50
Niger,1986,46
Niger,1985,43
Niger,1984,55
Niger,1983,63
Niger,1982,62
Niger,1981,61
Niger,1980,61
Niger,1979,54
Niger,1978,58
Niger,1977,58
Niger,1976,44
Niger,1975,43
Niger,1974,41
Niger,1973,40
Niger,1972,45
Niger,1971,45
Niger,1970,48
Niger,1969,45
Niger,1968,46
Niger,1967,41
Niger,1966,38
Niger,1965,36
Niger,1964,35
Niger,1963,34
Niger,1962,33
Niger,1961,31
Nigeria,2007,119
Nigeria,2006,116
Nigeria,2005,110
Nigeria,2004,109
Nigeria,2003,106
Nigeria,2002,104
Nigeria,2001,102
Nigeria,2000,98
Nigeria,1999,98
Nigeria,1998,95
Nigeria,1997,86
Nigeria,1996,84
Nigeria,1995,83
Nigeria,1994,83
Nigeria,1993,77
Nigeria,1992,71
Nigeria,1991,70
Nigeria,1990,70
Nigeria,1989,67
Nigeria,1988,69
Nigeria,1987,72
Nigeria,1986,70
Nigeria,1985,80
Nigeria,1984,72
Nigeria,1983,70
Nigeria,1982,64
Nigeria,1981,60
Nigeria,1980,63
Nigeria,1979,52
Nigeria,1978,49
Nigeria,1977,46
Nigeria,1976,48
Nigeria,1975,41
Nigeria,1974,40
Nigeria,1973,38
Nigeria,1972,33
Nigeria,1971,35
Nigeria,1970,35
Nigeria,1969,34
Nigeria,1968,30
Nigeria,1967,30
Nigeria,1966,27
Nigeria,1965,28
Nigeria,1964,26
Nigeria,1963,24
Nigeria,1962,24
Nigeria,1961,26
Niue,2007,111
Niue,2006,107
Niue,2005,107
Niue,2004,103
Niue,2003,103
Niue,2002,103
Niue,2001,105
Niue,2000,97
Niue,1999,97
Niue,1998,97
Niue,1997,97
Niue,1996,97
Niue,1995,96
Niue,1994,96
Niue,1993,95
Niue,1992,93
Niue,1991,80
Niue,1990,82
Niue,1989,109
Niue,1988,132
Niue,1987,117
Niue,1986,137
Niue,1985,140
Niue,1984,145
Niue,1983,187
Niue,1982,159
Niue,1981,215
Niue,1980,201
Niue,1979,159
Niue,1978,193
Niue,1977,189
Niue,1976,185
Niue,1975,211
Niue,1974,217
Niue,1973,200
Niue,1972,159
Niue,1971,231
Niue,1970,237
Niue,1969,148
Niue,1968,172
Niue,1967,116
Niue,1966,97
Niue,1965,90
Niue,1964,83
Niue,1963,78
Niue,1962,75
Niue,1961,67
Norway,2007,96
Norway,2006,95
Norway,2005,95
Norway,2004,95
Norway,2003,93
Norway,2002,95
Norway,2001,96
Norway,2000,97
Norway,1999,105
Norway,1998,99
Norway,1997,102
Norway,1996,102
Norway,1995,100
Norway,1994,101
Norway,1993,98
Norway,1992,98
Norway,1991,96
Norway,1990,98
Norway,1989,97
Norway,1988,99
Norway,1987,99
Norway,1986,97
Norway,1985,96
Norway,1984,96
Norway,1983,97
Norway,1982,98
Norway,1981,95
Norway,1980,93
Norway,1979,90
Norway,1978,89
Norway,1977,88
Norway,1976,85
Norway,1975,86
Norway,1974,85
Norway,1973,83
Norway,1972,82
Norway,1971,80
Norway,1970,79
Norway,1969,80
Norway,1968,80
Norway,1967,77
Norway,1966,77
Norway,1965,75
Norway,1964,74
Norway,1963,74
Norway,1962,75
Norway,1961,72
Occupied Palestinian Territory,2007,114
Occupied Palestinian Territory,2006,112
Occupied Palestinian Territory,2005,111
Occupied Palestinian Territory,2004,104
Occupied Palestinian Territory,2003,113
Occupied Palestinian Territory,2002,110
Occupied Palestinian Territory,2001,101
Occupied Palestinian Territory,2000,98
Occupied Palestinian Territory,1999,99
Occupied Palestinian Territory,1998,86
Occupied Palestinian Territory,1997,82
Occupied Palestinian Territory,1996,68
Occupied Palestinian Territory,1995,71
Occupied Palestinian Territory,1994,62
Occupied Palestinian Territory,1993,0
Occupied Palestinian Territory,1992,0
Occupied Palestinian Territory,1991,0
Occupied Palestinian Territory,1990,0
Occupied Palestinian Territory,1989,0
Occupied Palestinian Territory,1988,0
Occupied Palestinian Territory,1987,0
Occupied Palestinian Territory,1986,0
Occupied Palestinian Territory,1985,0
Occupied Palestinian Territory,1984,0
Occupied Palestinian Territory,1983,0
Occupied Palestinian Territory,1982,0
Occupied Palestinian Territory,1981,0
Occupied Palestinian Territory,1980,0
Occupied Palestinian Territory,1979,0
Occupied Palestinian Territory,1978,0
Occupied Palestinian Territory,1977,0
Occupied Palestinian Territory,1976,0
Occupied Palestinian Territory,1975,0
Occupied Palestinian Territory,1974,0
Occupied Palestinian Territory,1973,0
Occupied Palestinian Territory,1972,0
Occupied Palestinian Territory,1971,0
Occupied Palestinian Territory,1970,0
Occupied Palestinian Territory,1969,0
Occupied Palestinian Territory,1968,0
Occupied Palestinian Territory,1967,0
Occupied Palestinian Territory,1966,0
Occupied Palestinian Territory,1965,0
Occupied Palestinian Territory,1964,0
Occupied Palestinian Territory,1963,0
Occupied Palestinian Territory,1962,0
Occupied Palestinian Territory,1961,0
Oman,2007,130
Oman,2006,130
Oman,2005,182
Oman,2004,122
Oman,2003,91
Oman,2002,94
Oman,2001,95
Oman,2000,97
Oman,1999,107
Oman,1998,103
Oman,1997,89
Oman,1996,86
Oman,1995,88
Oman,1994,84
Oman,1993,75
Oman,1992,65
Oman,1991,65
Oman,1990,65
Oman,1989,65
Oman,1988,61
Oman,1987,58
Oman,1986,57
Oman,1985,52
Oman,1984,51
Oman,1983,53
Oman,1982,50
Oman,1981,40
Oman,1980,38
Oman,1979,36
Oman,1978,33
Oman,1977,30
Oman,1976,27
Oman,1975,25
Oman,1974,22
Oman,1973,21
Oman,1972,19
Oman,1971,17
Oman,1970,16
Oman,1969,16
Oman,1968,15
Oman,1967,15
Oman,1966,14
Oman,1965,14
Oman,1964,14
Oman,1963,13
Oman,1962,13
Oman,1961,13
Pakistan,2007,126
Pakistan,2006,122
Pakistan,2005,115
Pakistan,2004,112
Pakistan,2003,109
Pakistan,2002,105
Pakistan,2001,102
Pakistan,2000,99
Pakistan,1999,97
Pakistan,1998,94
Pakistan,1997,92
Pakistan,1996,88
Pakistan,1995,84
Pakistan,1994,79
Pakistan,1993,75
Pakistan,1992,70
Pakistan,1991,67
Pakistan,1990,63
Pakistan,1989,60
Pakistan,1988,57
Pakistan,1987,53
Pakistan,1986,50
Pakistan,1985,47
Pakistan,1984,44
Pakistan,1983,41
Pakistan,1982,40
Pakistan,1981,39
Pakistan,1980,37
Pakistan,1979,36
Pakistan,1978,35
Pakistan,1977,34
Pakistan,1976,33
Pakistan,1975,32
Pakistan,1974,32
Pakistan,1973,31
Pakistan,1972,30
Pakistan,1971,29
Pakistan,1970,29
Pakistan,1969,28
Pakistan,1968,27
Pakistan,1967,26
Pakistan,1966,26
Pakistan,1965,26
Pakistan,1964,25
Pakistan,1963,24
Pakistan,1962,24
Pakistan,1961,23
Panama,2007,106
Panama,2006,106
Panama,2005,106
Panama,2004,101
Panama,2003,99
Panama,2002,102
Panama,2001,104
Panama,2000,99
Panama,1999,96
Panama,1998,101
Panama,1997,93
Panama,1996,84
Panama,1995,81
Panama,1994,74
Panama,1993,75
Panama,1992,69
Panama,1991,71
Panama,1990,67
Panama,1989,61
Panama,1988,58
Panama,1987,64
Panama,1986,63
Panama,1985,61
Panama,1984,60
Panama,1983,58
Panama,1982,56
Panama,1981,51
Panama,1980,47
Panama,1979,43
Panama,1978,44
Panama,1977,46
Panama,1976,46
Panama,1975,42
Panama,1974,39
Panama,1973,38
Panama,1972,39
Panama,1971,37
Panama,1970,33
Panama,1969,33
Panama,1968,30
Panama,1967,30
Panama,1966,30
Panama,1965,27
Panama,1964,25
Panama,1963,25
Panama,1962,24
Panama,1961,22
Papua New Guinea,2007,116
Papua New Guinea,2006,116
Papua New Guinea,2005,116
Papua New Guinea,2004,113
Papua New Guinea,2003,110
Papua New Guinea,2002,107
Papua New Guinea,2001,103
Papua New Guinea,2000,99
Papua New Guinea,1999,97
Papua New Guinea,1998,95
Papua New Guinea,1997,93
Papua New Guinea,1996,91
Papua New Guinea,1995,89
Papua New Guinea,1994,87
Papua New Guinea,1993,85
Papua New Guinea,1992,82
Papua New Guinea,1991,80
Papua New Guinea,1990,78
Papua New Guinea,1989,77
Papua New Guinea,1988,75
Papua New Guinea,1987,73
Papua New Guinea,1986,72
Papua New Guinea,1985,70
Papua New Guinea,1984,68
Papua New Guinea,1983,67
Papua New Guinea,1982,65
Papua New Guinea,1981,63
Papua New Guinea,1980,62
Papua New Guinea,1979,60
Papua New Guinea,1978,58
Papua New Guinea,1977,58
Papua New Guinea,1976,57
Papua New Guinea,1975,55
Papua New Guinea,1974,54
Papua New Guinea,1973,52
Papua New Guinea,1972,52
Papua New Guinea,1971,50
Papua New Guinea,1970,50
Papua New Guinea,1969,49
Papua New Guinea,1968,47
Papua New Guinea,1967,46
Papua New Guinea,1966,45
Papua New Guinea,1965,43
Papua New Guinea,1964,43
Papua New Guinea,1963,42
Papua New Guinea,1962,41
Papua New Guinea,1961,40
Paraguay,2007,102
Paraguay,2006,104
Paraguay,2005,104
Paraguay,2004,99
Paraguay,2003,103
Paraguay,2002,104
Paraguay,2001,100
Paraguay,2000,100
Paraguay,1999,98
Paraguay,1998,101
Paraguay,1997,96
Paraguay,1996,86
Paraguay,1995,78
Paraguay,1994,81
Paraguay,1993,99
Paraguay,1992,99
Paraguay,1991,93
Paraguay,1990,85
Paraguay,1989,79
Paraguay,1988,67
Paraguay,1987,58
Paraguay,1986,62
Paraguay,1985,60
Paraguay,1984,58
Paraguay,1983,56
Paraguay,1982,53
Paraguay,1981,54
Paraguay,1980,53
Paraguay,1979,52
Paraguay,1978,51
Paraguay,1977,51
Paraguay,1976,45
Paraguay,1975,43
Paraguay,1974,47
Paraguay,1973,46
Paraguay,1972,49
Paraguay,1971,48
Paraguay,1970,48
Paraguay,1969,45
Paraguay,1968,46
Paraguay,1967,45
Paraguay,1966,44
Paraguay,1965,44
Paraguay,1964,41
Paraguay,1963,38
Paraguay,1962,40
Paraguay,1961,43
Peru,2007,134
Peru,2006,131
Peru,2005,125
Peru,2004,117
Peru,2003,113
Peru,2002,110
Peru,2001,104
Peru,2000,100
Peru,1999,95
Peru,1998,88
Peru,1997,86
Peru,1996,79
Peru,1995,74
Peru,1994,69
Peru,1993,68
Peru,1992,69
Peru,1991,67
Peru,1990,64
Peru,1989,61
Peru,1988,70
Peru,1987,66
Peru,1986,59
Peru,1985,56
Peru,1984,54
Peru,1983,57
Peru,1982,55
Peru,1981,53
Peru,1980,49
Peru,1979,48
Peru,1978,48
Peru,1977,50
Peru,1976,49
Peru,1975,48
Peru,1974,45
Peru,1973,42
Peru,1972,42
Peru,1971,43
Peru,1970,40
Peru,1969,38
Peru,1968,36
Peru,1967,35
Peru,1966,35
Peru,1965,35
Peru,1964,33
Peru,1963,29
Peru,1962,29
Peru,1961,29
Philippines,2007,125
Philippines,2006,118
Philippines,2005,116
Philippines,2004,113
Philippines,2003,113
Philippines,2002,110
Philippines,2001,105
Philippines,2000,99
Philippines,1999,95
Philippines,1998,93
Philippines,1997,90
Philippines,1996,83
Philippines,1995,75
Philippines,1994,71
Philippines,1993,68
Philippines,1992,64
Philippines,1991,63
Philippines,1990,57
Philippines,1989,52
Philippines,1988,46
Philippines,1987,43
Philippines,1986,40
Philippines,1985,37
Philippines,1984,44
Philippines,1983,44
Philippines,1982,42
Philippines,1981,43
Philippines,1980,42
Philippines,1979,39
Philippines,1978,35
Philippines,1977,33
Philippines,1976,32
Philippines,1975,33
Philippines,1974,39
Philippines,1973,32
Philippines,1972,28
Philippines,1971,27
Philippines,1970,26
Philippines,1969,28
Philippines,1968,27
Philippines,1967,25
Philippines,1966,25
Philippines,1965,22
Philippines,1964,21
Philippines,1963,20
Philippines,1962,18
Philippines,1961,17
Poland,2007,105
Poland,2006,104
Poland,2005,104
Poland,2004,102
Poland,2003,104
Poland,2002,102
Poland,2001,98
Poland,2000,98
Poland,1999,102
Poland,1998,104
Poland,1997,99
Poland,1996,98
Poland,1995,94
Poland,1994,93
Poland,1993,99
Poland,1992,107
Poland,1991,115
Poland,1990,123
Poland,1989,122
Poland,1988,120
Poland,1987,119
Poland,1986,120
